"","x"
"4730","신체기능저하군 ADL 13-20, 의사3·간호1등급"
"4731","신체기능저하군 ADL 13-20, 의사3·간호2등급"
"4732","신체기능저하군 ADL 13-20, 의사3·간호3등급"
"4733","신체기능저하군 ADL 13-20, 의사3·간호4등급"
"4734","신체기능저하군 ADL 13-20, 의사3·간호6등급"
"4735","신체기능저하군 ADL 13-20, 의사3·간호7등급"
"4736","신체기능저하군 ADL 13-20, 의사3·간호8등급"
"4737","신체기능저하군 ADL 13-20, 의사4·간호5등급"
"4738","신체기능저하군 ADL 13-20, 의사4·간호1등급"
"4739","신체기능저하군 ADL 13-20, 의사4·간호2등급"
"4740","신체기능저하군 ADL 13-20, 의사4·간호3등급"
"4741","신체기능저하군 ADL 13-20, 의사4·간호4등급"
"4742","신체기능저하군 ADL 13-20, 의사4·간호6등급"
"4743","신체기능저하군 ADL 13-20, 의사4·간호7등급"
"4744","신체기능저하군 ADL 13-20, 의사4·간호8등급"
"4745","신체기능저하군 ADL 13-20, 의사5·간호5등급"
"4746","신체기능저하군 ADL 13-20, 의사5·간호1등급"
"4747","신체기능저하군 ADL 13-20, 의사5·간호2등급"
"4748","신체기능저하군 ADL 13-20, 의사5·간호3등급"
"4749","신체기능저하군 ADL 13-20, 의사5·간호4등급"
"4750","신체기능저하군 ADL 13-20, 의사5·간호6등급"
"4751","신체기능저하군 ADL 13-20, 의사5·간호7등급"
"4752","신체기능저하군 ADL 13-20, 의사5·간호8등급"
"4753","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호5등급"
"4754","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호1등급"
"4755","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호2등급"
"4756","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호3등급"
"4757","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호4등급"
"4758","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호6등급"
"4759","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호7등급"
"4760","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호8등급"
"4761","신체기능저하군 ADL 6-12, 의사2·간호5등급"
"4762","신체기능저하군 ADL 6-12, 의사2·간호1등급"
"4763","신체기능저하군 ADL 6-12, 의사2·간호2등급"
"4764","신체기능저하군 ADL 6-12, 의사2·간호3등급"
"4765","신체기능저하군 ADL 6-12, 의사2·간호4등급"
"4766","신체기능저하군 ADL 6-12, 의사2·간호6등급"
"4767","신체기능저하군 ADL 6-12, 의사2·간호7등급"
"4768","신체기능저하군 ADL 6-12, 의사2·간호8등급"
"4769","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호5등급"
"4770","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호1등급"
"4771","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호2등급"
"4772","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호3등급"
"4773","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호4등급"
"4774","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호6등급"
"4775","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호7등급"
"4776","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호8등급"
"4777","신체기능저하군 ADL 6-12, 의사3·간호5등급"
"4778","신체기능저하군 ADL 6-12, 의사3·간호1등급"
"4779","신체기능저하군 ADL 6-12, 의사3·간호2등급"
"4780","신체기능저하군 ADL 6-12, 의사3·간호3등급"
"4781","신체기능저하군 ADL 6-12, 의사3·간호4등급"
"4782","신체기능저하군 ADL 6-12, 의사3·간호6등급"
"4783","신체기능저하군 ADL 6-12, 의사3·간호7등급"
"4784","신체기능저하군 ADL 6-12, 의사3·간호8등급"
"4785","신체기능저하군 ADL 6-12, 의사4·간호5등급"
"4786","신체기능저하군 ADL 6-12, 의사4·간호1등급"
"4787","신체기능저하군 ADL 6-12, 의사4·간호2등급"
"4788","신체기능저하군 ADL 6-12, 의사4·간호3등급"
"4789","신체기능저하군 ADL 6-12, 의사4·간호4등급"
"4790","신체기능저하군 ADL 6-12, 의사4·간호6등급"
"4791","신체기능저하군 ADL 6-12, 의사4·간호7등급"
"4792","신체기능저하군 ADL 6-12, 의사4·간호8등급"
"4793","신체기능저하군 ADL 6-12, 의사5·간호5등급"
"4794","신체기능저하군 ADL 6-12, 의사5·간호1등급"
"4795","신체기능저하군 ADL 6-12, 의사5·간호2등급"
"4796","신체기능저하군 ADL 6-12, 의사5·간호3등급"
"4797","신체기능저하군 ADL 6-12, 의사5·간호4등급"
"4798","신체기능저하군 ADL 6-12, 의사5·간호6등급"
"4799","신체기능저하군 ADL 6-12, 의사5·간호7등급"
"4800","신체기능저하군 ADL 6-12, 의사5·간호8등급"
"4801","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호5등급"
"4802","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호1등급"
"4803","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호2등급"
"4804","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호3등급"
"4805","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호4등급"
"4806","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호6등급"
"4807","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호7등급"
"4808","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호8등급"
"4809","신체기능저하군 ADL 4-5, 의사2·간호5등급"
"4810","신체기능저하군 ADL 4-5, 의사2·간호1등급"
"4811","신체기능저하군 ADL 4-5, 의사2·간호2등급"
"4812","신체기능저하군 ADL 4-5, 의사2·간호3등급"
"4813","신체기능저하군 ADL 4-5, 의사2·간호4등급"
"4814","신체기능저하군 ADL 4-5, 의사2·간호6등급"
"4815","신체기능저하군 ADL 4-5, 의사2·간호7등급"
"4816","신체기능저하군 ADL 4-5, 의사2·간호8등급"
"4817","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호5등급"
"4818","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호1등급"
"4819","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호2등급"
"4820","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호3등급"
"4821","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호4등급"
"4822","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호6등급"
"4823","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호7등급"
"4824","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호8등급"
"4825","신체기능저하군 ADL 4-5, 의사3·간호5등급"
"4826","신체기능저하군 ADL 4-5, 의사3·간호1등급"
"4827","신체기능저하군 ADL 4-5, 의사3·간호2등급"
"4828","신체기능저하군 ADL 4-5, 의사3·간호3등급"
"4829","신체기능저하군 ADL 4-5, 의사3·간호4등급"
"4830","신체기능저하군 ADL 4-5, 의사3·간호6등급"
"4831","신체기능저하군 ADL 4-5, 의사3·간호7등급"
"4832","신체기능저하군 ADL 4-5, 의사3·간호8등급"
"4833","신체기능저하군 ADL 4-5, 의사4·간호5등급"
"4834","신체기능저하군 ADL 4-5, 의사4·간호1등급"
"4835","신체기능저하군 ADL 4-5, 의사4·간호2등급"
"4836","신체기능저하군 ADL 4-5, 의사4·간호3등급"
"4837","신체기능저하군 ADL 4-5, 의사4·간호4등급"
"4838","신체기능저하군 ADL 4-5, 의사4·간호6등급"
"4839","신체기능저하군 ADL 4-5, 의사4·간호7등급"
"4840","신체기능저하군 ADL 4-5, 의사4·간호8등급"
"4841","신체기능저하군 ADL 4-5, 의사5·간호5등급"
"4842","신체기능저하군 ADL 4-5, 의사5·간호1등급"
"4843","신체기능저하군 ADL 4-5, 의사5·간호2등급"
"4844","신체기능저하군 ADL 4-5, 의사5·간호3등급"
"4845","신체기능저하군 ADL 4-5, 의사5·간호4등급"
"4846","신체기능저하군 ADL 4-5, 의사5·간호6등급"
"4847","신체기능저하군 ADL 4-5, 의사5·간호7등급"
"4848","신체기능저하군 ADL 4-5, 의사5·간호8등급"
"4849","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호5등급"
"4850","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호1등급"
"4851","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호2등급"
"4852","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호3등급"
"4853","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호4등급"
"4854","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호6등급"
"4855","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호7등급"
"4856","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호8등급"
"4857","신체기능저하군 ADL 13-20, 의사2·간호1-5등급 환자수대간호사수비18:1초과"
"4858","신체기능저하군 ADL 13-20, 의사2·간호6등급 환자수대간호사수비18:1초과"
"4859","신체기능저하군 ADL 13-20, 의사2·간호7등급 환자수대간호사수비18:1초과"
"4860","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과"
"4861","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과"
"4862","신체기능저하군 ADL 13-20, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과"
"4863","신체기능저하군 ADL 13-20, 의사3·간호1-5등급 환자수대간호사수비18:1초과"
"4864","신체기능저하군 ADL 13-20, 의사3·간호6등급 환자수대간호사수비18:1초과"
"4865","신체기능저하군 ADL 13-20, 의사3·간호7등급 환자수대간호사수비18:1초과"
"4866","신체기능저하군 ADL 13-20, 의사4·간호1-5등급 환자수대간호사수비18:1초과"
"4867","신체기능저하군 ADL 13-20, 의사4·간호6등급 환자수대간호사수비18:1초과"
"4868","신체기능저하군 ADL 13-20, 의사4·간호7등급 환자수대간호사수비18:1초과"
"4869","신체기능저하군 ADL 13-20, 의사5·간호1-5등급 환자수대간호사수비18:1초과"
"4870","신체기능저하군 ADL 13-20, 의사5·간호6등급 환자수대간호사수비18:1초과"
"4871","신체기능저하군 ADL 13-20, 의사5·간호7등급 환자수대간호사수비18:1초과"
"4872","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과"
"4873","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과"
"4874","신체기능저하군 ADL 13-20, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과"
"4875","신체기능저하군 ADL 6-12, 의사2·간호1-5등급 환자수대간호사수비18:1초과"
"4876","신체기능저하군 ADL 6-12, 의사2·간호6등급 환자수대간호사수비18:1초과"
"4877","신체기능저하군 ADL 6-12, 의사2·간호7등급 환자수대간호사수비18:1초과"
"4878","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과"
"4879","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과"
"4880","신체기능저하군 ADL 6-12, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과"
"4881","신체기능저하군 ADL 6-12, 의사3·간호1-5등급 환자수대간호사수비18:1초과"
"4882","신체기능저하군 ADL 6-12, 의사3·간호6등급 환자수대간호사수비18:1초과"
"4883","신체기능저하군 ADL 6-12, 의사3·간호7등급 환자수대간호사수비18:1초과"
"4884","신체기능저하군 ADL 6-12, 의사4·간호1-5등급 환자수대간호사수비18:1초과"
"4885","신체기능저하군 ADL 6-12, 의사4·간호6등급 환자수대간호사수비18:1초과"
"4886","신체기능저하군 ADL 6-12, 의사4·간호7등급 환자수대간호사수비18:1초과"
"4887","신체기능저하군 ADL 6-12, 의사5·간호1-5등급 환자수대간호사수비18:1초과"
"4888","신체기능저하군 ADL 6-12, 의사5·간호6등급 환자수대간호사수비18:1초과"
"4889","신체기능저하군 ADL 6-12, 의사5·간호7등급 환자수대간호사수비18:1초과"
"4890","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과"
"4891","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과"
"4892","신체기능저하군 ADL 6-12, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과"
"4893","신체기능저하군 ADL 4-5, 의사2·간호1-5등급 환자수대간호사수비18:1초과"
"4894","신체기능저하군 ADL 4-5, 의사2·간호6등급 환자수대간호사수비18:1초과"
"4895","신체기능저하군 ADL 4-5, 의사2·간호7등급 환자수대간호사수비18:1초과"
"4896","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호1-5등급 환자수대간호사수비18:1초과"
"4897","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호6등급 환자수대간호사수비18:1초과"
"4898","신체기능저하군 ADL 4-5, 의사1(전문의수50%미만)·간호7등급 환자수대간호사수비18:1초과"
"4899","신체기능저하군 ADL 4-5, 의사3·간호1-5등급 환자수대간호사수비18:1초과"
"4900","신체기능저하군 ADL 4-5, 의사3·간호6등급 환자수대간호사수비18:1초과"
"4901","신체기능저하군 ADL 4-5, 의사3·간호7등급 환자수대간호사수비18:1초과"
"4902","신체기능저하군 ADL 4-5, 의사4·간호1-5등급 환자수대간호사수비18:1초과"
"4903","신체기능저하군 ADL 4-5, 의사4·간호6등급 환자수대간호사수비18:1초과"
"4904","신체기능저하군 ADL 4-5, 의사4·간호7등급 환자수대간호사수비18:1초과"
"4905","신체기능저하군 ADL 4-5, 의사5·간호1-5등급 환자수대간호사수비18:1초과"
"4906","신체기능저하군 ADL 4-5, 의사5·간호6등급 환자수대간호사수비18:1초과"
"4907","신체기능저하군 ADL 4-5, 의사5·간호7등급 환자수대간호사수비18:1초과"
"4908","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호1-5등급 환자수대간호사수비18:1초과"
"4909","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호6등급 환자수대간호사수비18:1초과"
"4910","신체기능저하군 ADL 4-5, 의사1(전문의수50%이상)·간호7등급 환자수대간호사수비18:1초과"
"4911","신체기능저하군, 외박"
"4912","요양병원간호사2/3이상 확보(1일당)"
"4913","필요인력확보(일당)"
"4914","야간진료관리료-주당 60시간 이상"
"4915","야간진료관리료-주당 58시간 이상 60시간 미만"
"4916","야간진료관리료-주당 56시간 이상 58시간 미만"
"4917","야간진료관리료-주당 54시간 이상 56시간 미만"
"4918","야간진료관리료-주당 52시간 이상 54시간 미만"
"4919","야간진료관리료-주당 50시간 이상 52시간 미만"
"4920","야간진료관리료-주당 50시간 미만"
"4921","수면검사실 관리료-상급종합병원"
"4922","수면검사실 관리료-종합병원"
"4923","수면검사실 관리료-병원"
"4924","수면검사실 관리료-의원"
"4925","소아 진정관리료-상급종합병원"
"4926","소아 진정관리료-종합병원"
"4927","소아 진정관리료-병원,치과병원,요양병원,한방병원"
"4928","소아 진정관리료-의원,치과의원,보건의료원"
"4929","입원환자 안전관리료-상급종합병원"
"4930","입원환자 안전관리료-종합병원-500병상 이상"
"4931","입원환자 안전관리료-종합병원-100병상 이상~ 500병상 미만"
"4932","입원환자 안전관리료-병원"
"4933","수술실 환자 안전관리료-1등급"
"4934","수술실 환자 안전관리료-2등급"
"4935","수술실 환자 안전관리료-3등급"
"4936","뇌졸중 집중치료실 전담의"
"4937","신종플루 감염전문관리료(치료거점병원)"
"4938","야간전담간호사 관리료-종합병원-야간전담간호사 운영비율 10% 미만"
"4939","야간전담간호사 관리료-종합병원-야간전담간호사 운영비율 10% 이상 ~ 15% 미만"
"4940","야간전담간호사 관리료-종합병원-야간전담간호사 운영비율 15% 이상 ~ 20% 미만"
"4941","야간전담간호사 관리료-종합병원-야간전담간호사 운영비율 20% 이상 ~ 25% 미만"
"4942","야간전담간호사 관리료-종합병원-야간전담간호사 운영비율 25% 이상"
"4943","야간전담간호사 관리료-병원, 치과병원, 한방병원 내 의·치과-야간전담간호사 운영비율 10% 미만"
"4944","야간전담간호사 관리료-병원, 치과병원, 한방병원 내 의·치과-야간전담간호사 운영비율 10% 이상 ~ 15% 미만"
"4945","야간전담간호사 관리료-병원, 치과병원, 한방병원 내 의·치과-야간전담간호사 운영비율 15% 이상 ~ 20% 미만"
"4946","야간전담간호사 관리료-병원, 치과병원, 한방병원 내 의·치과-야간전담간호사 운영비율 20% 이상 ~ 25% 미만"
"4947","야간전담간호사 관리료-병원, 치과병원, 한방병원 내 의·치과-야간전담간호사 운영비율 25% 이상"
"4948","야간간호료-종합병원"
"4949","야간간호료-병원, 치과병원, 한방병원 내 의·치과"
"4950","심장통합진료료"
"4951","비만수술 통합진료료-참여 의사 수 3인"
"4952","비만수술 통합진료료-참여 의사 수 4인 이상"
"4953","뇌사장기기증자 관리료"
"4954","중환자실 내 격리관리료-일반격리관리료"
"4955","상급종합병원-중환자실 내 격리관리료-일반격리관리료"
"4956","중환자실 내 격리관리료-음압격리관리료"
"4957","상급종합병원-중환자실 내 격리관리료-음압격리관리료"
"4958","중환자실 내 격리관리료-중환자실내 격리실 마스크 사용_1인용"
"4959","격리실 입원료-일반격리실 마스크사용_1인용"
"4960","격리실 입원료-일반격리실 마스크사용_2인용"
"4961","격리실 입원료-일반격리실 마스크사용_다인용"
"4962","격리실 입원료-음압격리실 마스크 사용_1인용"
"4963","격리실 입원료-음압격리실 마스크 사용_다인용"
"4964","마약류 관리료-입원환자"
"4965","마약류 관리료-외래환자"
"4966","가정간호기본방문료[방문당]-상급종합병원"
"4967","가정간호기본방문료[방문당]-종합병원"
"4968","가정간호기본방문료[방문당]-병원,치과·한방·요양병원"
"4969","가정간호기본방문료[방문당]-의원,보건의료원 내 의과"
"4970","의료급여-정신질환 낮병동수가 G1등급(병원이상)-1일당"
"4971","의료급여-정신질환 낮병동수가 G2등급(병원이상)-1일당"
"4972","의료급여-정신질환 낮병동수가 G3등급(병원이상)-1일당"
"4973","의료급여-정신질환 낮병동수가 G4등급-1일당"
"4974","의료급여-정신질환 낮병동수가 G5등급-1일당"
"4975","의료급여-정신질환 입원수가 G1등급(병원이상)-입원 후 361일 이상"
"4976","의료급여-정신질환 입원수가 G2등급(병원이상)-입원 후 361일 이상"
"4977","의료급여-정신질환 입원수가 G3등급(병원이상)-입원 후 361일 이상"
"4978","의료급여-정신질환 입원수가 G4등급-입원 후 361일 이상"
"4979","의료급여-정신질환 입원수가 G5등급-입원 후 361일 이상"
"4980","의료급여-정신질환 입원수가 G1등급(병원이상)-입원 후 1일∼90일"
"4981","의료급여-정신질환 입원수가 G2등급(병원이상)-입원 후 1일∼90일"
"4982","의료급여-정신질환 입원수가 G3등급(병원이상)-입원 후 1일∼90일"
"4983","의료급여-정신질환 입원수가 G4등급-입원 후 1일∼90일"
"4984","의료급여-정신질환 입원수가 G5등급-입원 후 1일∼90일"
"4985","의료급여-정신질환 입원수가 G1등급(병원이상)-입원 후 91일~180일"
"4986","의료급여-정신질환 입원수가 G2등급(병원이상)-입원 후 91일~180일"
"4987","의료급여-정신질환 입원수가 G3등급(병원이상)-입원 후 91일~180일"
"4988","의료급여-정신질환 입원수가 G4등급-입원 후 91일~180일"
"4989","의료급여-정신질환 입원수가 G5등급-입원 후 91일~180일"
"4990","의료급여-정신질환 입원수가 G1등급(병원이상)-입원 후 181일∼360일"
"4991","의료급여-정신질환 입원수가 G2등급(병원이상)-입원 후 181일∼360일"
"4992","의료급여-정신질환 입원수가 G3등급(병원이상)-입원 후 181일∼360일"
"4993","의료급여-정신질환 입원수가 G4등급-입원 후 181일∼360일"
"4994","의료급여-정신질환 입원수가 G5등급-입원 후 181일∼360일"
"4995","의료급여-정신질환 외박수가 G1등급(병원이상)-1일당"
"4996","의료급여-정신질환 외박수가 G2등급(병원이상)-1일당"
"4997","의료급여-정신질환 외박수가 G3등급(병원이상)-1일당"
"4998","의료급여-정신질환 외박수가 G4등급-1일당"
"4999","의료급여-정신질환 외박수가 G5등급-1일당"
"5000","의료급여-일반식(일반유동식,연식 포함)(1식당)"
"5001","의료급여-치료식(당뇨식, 신장질환식 등)(1식당)"
"5002","의료급여-멸균식(1식당)"
"5003","의료급여-분유(1일당)-일반분유"
"5004","의료급여-분유(1일당)-특수분유"
"5005","의료급여-산모식(1식당)"
"5006","의료급여-경관영양유동식(조제식, 완제품)(1식당)"
"5007","의료급여,안치료(1일당)"
"5008","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-1-가등급-상급종합병원(입원)"
"5009","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-1-나등급-상급종합병원(입원)"
"5010","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-2등급-상급종합병원(입원)"
"5011","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-3등급-상급종합병원(입원)"
"5012","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-4등급(입원)"
"5013","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-5등급(입원)"
"5014","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-1-가등급-상급종합병원(외래)"
"5015","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-1-나등급-상급종합병원(외래)"
"5016","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-2등급-상급종합병원(외래)"
"5017","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-3등급-상급종합병원(외래)"
"5018","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-4등급(외래)"
"5019","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-5등급(외래)"
"5020","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-1-가등급-종합병원(입원)"
"5021","의료질평가지원금-의료 질 및 환자안전,공공성,의료전달체계분야-상급종합병원,종합병원(전문병원 제외)-1-나등급-종합병원(입원)"
"5022","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-2등급-종합병원(입원)"
"5023","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-3등급-종합병원(입원)"
"5024","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-1-가등급-종합병원(외래)"
"5025","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-1-나등급-종합병원(외래)"
"5026","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-2등급-종합병원(외래)"
"5027","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-상급종합병원,종합병원(전문병원 제외)-3등급-종합병원(외래)"
"5028","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-가등급(입원)"
"5029","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-나등급(입원)"
"5030","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-다등급(입원)"
"5031","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-라등급(입원)"
"5032","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-가등급(외래)"
"5033","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-나등급(외래)"
"5034","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-다등급(외래)"
"5035","의료질평가지원금-의료 질 및 환자안전·공공성·의료전달체계 분야-전문병원으로 지정받은 종합병원-라등급(외래)"
"5036","의료질평가지원금-교육수련분야 1등급(입원)"
"5037","의료질평가지원금-교육수련분야 2등급(입원)"
"5038","의료질평가지원금-교육수련분야 3등급(입원)"
"5039","의료질평가지원금-교육수련분야 1등급(외래)"
"5040","의료질평가지원금-교육수련분야 2등급(외래)"
"5041","의료질평가지원금-교육수련분야 3등급(외래)"
"5042","의료질평가지원금-연구개발분야 1등급(입원)"
"5043","의료질평가지원금-연구개발분야 2등급(입원)"
"5044","의료질평가지원금-연구개발분야 3등급(입원)"
"5045","의료질평가지원금-연구개발분야 1등급(외래)"
"5046","의료질평가지원금-연구개발분야 2등급(외래)"
"5047","의료질평가지원금-연구개발분야 3등급(외래)"
"5048","전문병원 관리료-입원관리료(1분야)"
"5049","전문병원 관리료-입원관리료(2분야)"
"5050","전문병원 관리료-입원관리료(3분야)"
"5051","전문병원 관리료-외래관리료"
"5052","전문병원(병원·요양병원·한방병원) 의료질지원금-병원·요양병원(안과·이비인후과 분야 제외)-가등급-입원"
"5053","전문병원(병원·요양병원·한방병원) 의료질지원금-병원·요양병원(안과·이비인후과 분야 제외)-나등급-입원"
"5054","전문병원(병원·요양병원·한방병원) 의료질지원금-병원·요양병원(안과·이비인후과 분야 제외)-다등급-입원"
"5055","전문병원(병원·요양병원·한방병원) 의료질지원금-병원·요양병원(안과·이비인후과 분야 제외)-가등급-외래"
"5056","전문병원(병원·요양병원·한방병원) 의료질지원금-병원·요양병원(안과·이비인후과 분야 제외)-나등급-외래"
"5057","전문병원(병원·요양병원·한방병원) 의료질지원금-병원·요양병원(안과·이비인후과 분야 제외)-다등급-외래"
"5058","전문병원(병원·요양병원·한방병원) 의료질지원금-병원(안과·이비인후과 분야)-가등급-입원"
"5059","전문병원(병원·요양병원·한방병원) 의료질지원금-병원(안과·이비인후과 분야)-나등급-입원"
"5060","전문병원(병원·요양병원·한방병원) 의료질지원금-병원(안과·이비인후과 분야)-다등급-입원"
"5061","전문병원(병원·요양병원·한방병원) 의료질지원금-병원(안과·이비인후과 분야)-가등급-외래"
"5062","전문병원(병원·요양병원·한방병원) 의료질지원금-병원(안과·이비인후과 분야)-나등급-외래"
"5063","전문병원(병원·요양병원·한방병원) 의료질지원금-병원(안과·이비인후과 분야)-다등급-외래"
"5064","전문병원(병원·요양병원·한방병원) 의료질지원금-한방병원-가등급-입원"
"5065","전문병원(병원·요양병원·한방병원) 의료질지원금-한방병원-나등급-입원"
"5066","전문병원(병원·요양병원·한방병원) 의료질지원금-한방병원-다등급-입원"
"5067","전문병원(병원·요양병원·한방병원) 의료질지원금-한방병원-가등급-외래"
"5068","전문병원(병원·요양병원·한방병원) 의료질지원금-한방병원-나등급-외래"
"5069","전문병원(병원·요양병원·한방병원) 의료질지원금-한방병원-다등급-외래"
"5070","암환자 교육·상담료-항암화학요법_상급종합병원"
"5071","암환자 교육·상담료-방사선치료_상급종합병원"
"5072","암환자 교육·상담료-수술 후_상급종합병원"
"5073","심장질환 교육·상담료_상급종합병원"
"5074","장루/요루 교육·상담료_상급종합병원"
"5075","만성신부전 교육·상담료-투석이 필요 없는 환자_상급종합병원"
"5076","만성신부전 교육·상담료-복막투석_상급종합병원"
