,concept_code,concept_name,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date,invalid_reason,synonyms,material,dosage,dosage_unit,concept_code_bf,ancestor_concept_code
19063,TBQ01307,FEMORAL HEAD,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FEMORAL HEAD,FEMORAL HEAD,NA,NA,NA,NA
19064,TBQ01401,FEMUR HEAD WITH NECK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FEMUR HEAD WITH NECK,FEMORAL HEAD,NA,NA,NA,NA
19065,TBQ02001,HEMI FEMORAL HEAD,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HEMI FEMORAL HEAD,FEMORAL HEAD,NA,NA,NA,NA
19066,TBQ02002,FEMORAL HEAD HEMI,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FEMORAL HEAD HEMI,FEMORAL HEAD,NA,NA,NA,NA
19067,TBQ02005,TUTOPLAST FEMORAL HEAD 1/2,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TUTOPLAST FEMORAL HEAD 1/2,FEMORAL HEAD,NA,NA,NA,NA
19068,TBQ02013,HUMAN BONE 1/2 FEMORAL HEAD,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HUMAN BONE 1/2 FEMORAL HEAD,FEMORAL HEAD,NA,NA,NA,NA
19069,TBQ02014,1/2 FEMORAL HEAD,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,1/2 FEMORAL HEAD,FEMORAL HEAD,NA,NA,NA,NA
19070,TBQ02019,FEMORAL HEAD 1/2,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FEMORAL HEAD 1/2,FEMORAL HEAD,NA,NA,NA,NA
19071,TBQ02020,FEMORAL HEAD HEMI,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FEMORAL HEAD HEMI,FEMORAL HEAD,NA,NA,NA,NA
19072,TBQ02042,SS ALLOGRAFT-FEMUR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SS ALLOGRAFT-FEMUR,FEMORAL HEAD,NA,NA,NA,NA
19073,TBQ02070,FEMUR HEAD HEMI,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FEMUR HEAD HEMI,FEMORAL HEAD,NA,NA,NA,NA
19074,TBQ02078,"FEMUR HEAD, HEMI",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"FEMUR HEAD, HEMI",FEMORAL HEAD,NA,NA,NA,NA
19075,TBQ02101,HEMI FEMUR HEAD WITH NECK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HEMI FEMUR HEAD WITH NECK,FEMORAL HEAD,NA,NA,NA,NA
19076,TBQ11009,PATELLA WEDGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA WEDGE,PATELLA BONE,NA,NA,NA,NA
19077,TBQ11013,HUMAN BONE-PATELLA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HUMAN BONE-PATELLA,PATELLA,NA,NA,NA,NA
19078,TBQ11024,PATELLA BONE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA BONE,PATELLA,NA,NA,NA,NA
19079,TBQ11070,PATELLA WEDGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA WEDGE,PATELLA,NA,NA,NA,NA
19080,TBQ11078,PATELLA WEDGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA WEDGE,PATELLA,NA,NA,NA,NA
19081,TBQ12005,PATELLA DOWEL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA DOWEL,PATELLA BONE,NA,NA,NA,NA
19082,TBQ13009,MACHINED WEDGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MACHINED WEDGE,PATELLA BONE,NA,NA,NA,NA
19083,TCM01001,TIBIAL PLATEAU (MENISCUS),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TIBIAL PLATEAU (MENISCUS),MENISCUS W/BONE,NA,NA,NA,NA
19084,TCM01002,MENISCUS W/BONE BRIDGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS W/BONE BRIDGE,MENISCUS W/BONE,NA,NA,NA,NA
19085,TCM01003,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19086,TCM01004,ALLOCARTILAGE (MENISCUS),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ALLOCARTILAGE (MENISCUS),MENISCUS W/BONE,NA,NA,NA,NA
19087,TCM01006,TIBIAL PLATEAU,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TIBIAL PLATEAU,MENISCUS W/BONE,NA,NA,NA,NA
19088,TCM01007,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS WITH BONE,NA,NA,NA,NA
19089,TCM01009,"HEMI-MENISCUS(MEDIAL), HEMI-MENISCUS(LATERAL)",Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,"HEMI-MENISCUS(MEDIAL), HEMI-MENISCUS(LATERAL)",MENISCUS W/BONE,NA,NA,NA,NA
19090,TCM01010,TIBIAL PLATEAU(MENISCUS),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TIBIAL PLATEAU(MENISCUS),MENISCUS W/BONE,NA,NA,NA,NA
19091,TCM01011,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19092,TCM01012,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19093,TCM01013,TIBIAL PLATEAU(MENISCUS),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TIBIAL PLATEAU(MENISCUS),MENISCUS W/BONE,NA,NA,NA,NA
19094,TCM01076,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19095,TCM01078,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19096,TCM01101,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19097,TCM01102,MENISCUS W/BONE BRIDGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS W/BONE BRIDGE,MENISCUS W/BONE,NA,NA,NA,NA
19098,TCM01103,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19099,TCM01104,ALLOBONE(TIBIA PLATEAU),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ALLOBONE(TIBIA PLATEAU),MENISCUS W/BONE,NA,NA,NA,NA
19100,TCM01109,MENISCUS MEDIAL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS MEDIAL,MENISCUS W/BONE,NA,NA,NA,NA
19101,TCM01201,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19102,TCM01202,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19103,TCM01203,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19104,TCM01209,MENISCUS LATERAL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS LATERAL,MENISCUS W/BONE,NA,NA,NA,NA
19105,TCM01302,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19106,TCM01303,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19107,TCM01309,TIBIAL PLATEAU,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TIBIAL PLATEAU,MENISCUS W/BONE,NA,NA,NA,NA
19108,TCM01402,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19109,TCM01502,MENISCUS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MENISCUS,MENISCUS W/BONE,NA,NA,NA,NA
19110,TCM01602,TIBIA PLATEAU,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TIBIA PLATEAU,MENISCUS W/BONE,NA,NA,NA,NA
19111,TFF01001,TUTOPLAST FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TUTOPLAST FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19112,TFF01002,ALLOSHEET(HUMAN FASCIA LATA),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ALLOSHEET(HUMAN FASCIA LATA),FASCIA LATA,NA,NA,NA,NA
19113,TFF01005,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19114,TFF01008,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19115,TFF01009,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19116,TFF01010,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19117,TFF01076,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19118,TFF01078,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19119,TFF01080,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19120,TFF01101,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19121,TFF01102,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19122,TFF01109,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19123,TFF02001,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19124,TFF02002,ALLOSHEET(HUMAN FASCIA LATA),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ALLOSHEET(HUMAN FASCIA LATA),FASCIA LATA,NA,NA,NA,NA
19125,TFF02005,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19126,TFF02008,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19127,TFF02009,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19128,TFF02010,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19129,TFF02076,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19130,TFF02078,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19131,TFF02080,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19132,TFF02102,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19133,TFF02109,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19134,TFF03001,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19135,TFF03002,ALLOSHEET(HUMAN FASCIA LATA),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ALLOSHEET(HUMAN FASCIA LATA),FASCIA LATA,NA,NA,NA,NA
19136,TFF03003,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19137,TFF03005,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19138,TFF03006,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19139,TFF03008,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19140,TFF03009,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19141,TFF03010,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19142,TFF03076,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19143,TFF03078,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19144,TFF03080,FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA,FASCIA LATA,NA,NA,NA,NA
19145,TFF03102,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19146,TFF03109,FASCIA LATA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FASCIA LATA,FASCIA LATA,NA,NA,NA,NA
19147,TFF11007,rectus abdominis fascia,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,복직근막,RECTUS SHEATH,NA,NA,NA,NA
19148,TFF12003,RECTUS SHEATH,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RECTUS SHEATH,RECTUS SHEATH,NA,NA,NA,NA
19149,TFF21001,TUTOPLAST FASCIA TEMPORALIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TUTOPLAST FASCIA TEMPORALIS,TEMPOLALIS FASCIA,NA,NA,NA,NA
19150,TFF21003,TEMPORAL FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TEMPORAL FASCIA,TEMPOLALIS FASCIA,NA,NA,NA,NA
19151,TFF21005,TEMPORALIS FASCIA,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TEMPORALIS FASCIA,TEMPOLALIS FASCIA,NA,NA,NA,NA
19152,TFF21007,temporal fascia,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,측두근막,TEMPOLALIS FASCIA,NA,NA,NA,NA
19153,THA01001,ALLOCV(AORTIC VALVE CONDUIT),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ALLOCV(AORTIC VALVE CONDUIT),HEART VALVE,NA,NA,NA,NA
19154,THA01002,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19155,THA01003,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19156,THA01004,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19157,THA01006,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19158,THA01007,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19159,THA01008,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19160,THA01009,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19161,THA01078,AORTIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19162,THP01001,ALLOCV(PULMONARY VALVE CONDUIT),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ALLOCV(PULMONARY VALVE CONDUIT),HEART VALVE,NA,NA,NA,NA
19163,THP01002,PULMONARY VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19164,THP01003,PULMONARY VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19165,THP01004,PULMONARY VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19166,THP01006,PULMONARY VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19167,THP01007,PULMONIC VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONIC VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19168,THP01008,PULMONARY VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19169,THP01009,PULMONARY VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19170,THP01078,PULMONARY VALVE CONDUIT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE CONDUIT,HEART VALVE,NA,NA,NA,NA
19171,THX01004,MITRAL VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MITRAL VALVE,HEART VALVE,NA,NA,NA,NA
19172,THX01007,MITRAL VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MITRAL VALVE,HEART VALVE,NA,NA,NA,NA
19173,THX01008,MITRAL VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MITRAL VALVE,HEART VALVE,NA,NA,NA,NA
19174,THX01009,MITRAL VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MITRAL VALVE,HEART VALVE,NA,NA,NA,NA
19175,THX01078,MITRAL VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MITRAL VALVE,HEART VALVE,NA,NA,NA,NA
19176,THX02004,TRICUSPID VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TRICUSPID VALVE,HEART VALVE,NA,NA,NA,NA
19177,THX02007,TRICUSPID VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TRICUSPID VALVE,HEART VALVE,NA,NA,NA,NA
19178,THX02008,TRICUSPID VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TRICUSPID VALVE,HEART VALVE,NA,NA,NA,NA
19179,THX02009,TRICUSPID VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TRICUSPID VALVE,HEART VALVE,NA,NA,NA,NA
19180,THX02078,TRICUSPID VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TRICUSPID VALVE,HEART VALVE,NA,NA,NA,NA
19181,THX03004,PULMONARY VALVE RING,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE RING,HEART VALVE,NA,NA,NA,NA
19182,THX03008,PULMONARY VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE,HEART VALVE,NA,NA,NA,NA
19183,THX03009,PULMONARY VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE,HEART VALVE,NA,NA,NA,NA
19184,THX03078,PULMONARY VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE,HEART VALVE,NA,NA,NA,NA
19185,THX04004,AORTIC VALVE RING,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE RING,HEART VALVE,NA,NA,NA,NA
19186,THX05002,PULMONARY VALVE MONOCUSP,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE MONOCUSP,HEART VALVE,NA,NA,NA,NA
19187,THX05007,PULMONARY VALVE MONOCUSP,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE MONOCUSP,HEART VALVE,NA,NA,NA,NA
19188,THX06002,PULMONARY VALVE BICUSP,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PULMONARY VALVE BICUSP,HEART VALVE,NA,NA,NA,NA
19189,THX07007,AORTIC VALVE MONOCUSP,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE MONOCUSP,HEART VALVE,NA,NA,NA,NA
19190,THX07008,AORTIC VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE,HEART VALVE,NA,NA,NA,NA
19191,THX07009,AORTIC VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE,HEART VALVE,NA,NA,NA,NA
19192,THX07078,AORTIC VALVE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AORTIC VALVE,HEART VALVE,NA,NA,NA,NA
19193,TLP01004,WHOLE PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WHOLE PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19194,TLP01007,BONE TENDON BONE WITH QUADRICEP COMPLETE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BONE TENDON BONE WITH QUADRICEP COMPLETE,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19195,TLP01008,PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19196,TLP01013,HUMAN BONE-PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HUMAN BONE-PATELLA LIGAMENT,PATELLA LIGAMENT W/WHOLE,NA,NA,NA,NA
19197,TLP01018,PATELLAR LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLAR LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19198,TLP01077,PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19199,TLP01104,PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19200,TLP01177,PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19201,TLP01204,PATELLA LIGAMENT PRE-SHAPED,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT PRE-SHAPED,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19202,TLP02004,BISECTED PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BISECTED PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19203,TLP02005,PATELLA LIGAMENT (BTB) HEMI,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT (BTB) HEMI,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19204,TLP02007,BONE TENDON BONE WITH QUADRICEP HEMI,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BONE TENDON BONE WITH QUADRICEP HEMI,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19205,TLP02008,PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19206,TLP02009,PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19207,TLP02010,PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19208,TLP02013,HUMAN BONE-1/2 PATELLA LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HUMAN BONE-1/2 PATELLA LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19209,TLP02018,PATELLAR LIGAMENT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLAR LIGAMENT,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19210,TLP02104,PATELLA LIGAMENT-HEMI,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PATELLA LIGAMENT-HEMI,PATELLA LIGAMENT W/BONE,NA,NA,NA,NA
19211,TNN01031,AVANCE NERVE GRAFT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AVANCE NERVE GRAFT,NERVE,NA,NA,NA,NA
19212,TNN02031,AVANCE NERVE GRAFT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AVANCE NERVE GRAFT,NERVE,NA,NA,NA,NA
19213,TNN03031,AVANCE NERVE GRAFT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,AVANCE NERVE GRAFT,NERVE,NA,NA,NA,NA
